CONTENT_TITLE,CONTENT_SUB_TITLE,EXTERNAL_ASSET_ID,CONTENT_KIND
El submundo de Bangkok,"Encarcelados en el Extranjero, T5",PRG_0000004048SD,Serie Otros
Empleado del mes,Restauradores,PRG_0000003177SD,Serie Otros
En Harley y a caballo,Restauradores,PRG_0000003181SD,Serie Otros
En pedacitos,Restauradores,PRG_0000003743SD,Serie Otros
Episodio 6,Extras The Knick Post-op,PRG_0000027370HD,Serie Otros
Episodio 7,Extras The Knick Post-op,PRG_0000027371HD,Serie Otros
Episodio 8,Extras The Knick Post-op,PRG_0000027372HD,Serie Otros
Episodio 9,Extras The Knick Post-op,PRG_0000027373HD,Serie Otros
Explosión de series,,PRG_0000027083HD,Serie Otros
Futuristic,"Art Attack, T4",PRG_0000004650SD,Serie Otros
IlusiÃ_n y confusiÃ_n,Brain Games,PRG_0000001018SD,Serie Otros
La emboscada colombiana,"Encarcelados en el Extranjero, T5",PRG_0000004050SD,Serie Otros
La estrella del fast food,Restauradores,PRG_0000003744SD,Serie Otros
La lucha de sexos,Brain Games,PRG_0000001019SD,Serie Otros
La mÃ¡quina mejicana de hacer dinero,"Encarcelados en el Extranjero, T6",PRG_0000004053SD,Serie Otros
La máquina mejicana de hacer dinero,"Encarcelados en el Extranjero, T6",PRG_0000004053SD,Serie Otros
"Larry Miller, Kevin Pollak y Bob Saget","Inside Comedy, T3",PRG_0000027580HD,Serie Otros
"Las claves de ""1864""",,PRG_0000027087HD,Serie Otros
Las claves de Penny Dreadful,,PRG_0000027089HD,Serie Otros
Las mayores catÃ¡strofes naturales,,PRG_0000002700SD,Serie Otros
Las series que surgieron del frío,,PRG_0000027090HD,Serie Otros
"Lejos, aún más lejos","Cosmos, T1",PRG_0000004475SD,Serie Otros
Leopardos de la India,,PRG_0000004294SD,Serie Otros
Los Ãºltimos caballos salvajes de Europa,,PRG_0000002288SD,Serie Otros
Maze,"Art Attack, T4",PRG_0000004046SD,Serie Otros
Moda Cosmo O/I 2013 Angel Schlesser,Moda Cosmo O/I 2013,PRG_0000001643SD,Serie Otros
Moda Cosmo O/I 2013 David DelfÃ_n,Moda Cosmo O/I 2013,PRG_0000001645SD,Serie Otros
Moda Cosmo O/I 2013 Leyre Valiente,Moda Cosmo O/I 2013,PRG_0000001648SD,Serie Otros
Moda Cosmo O/I 2013 MarÃ_a Barros,Moda Cosmo O/I 2013,PRG_0000001646SD,Serie Otros
Moda Cosmo O/I 2013 Maya Hansen,Moda Cosmo O/I 2013,PRG_0000001644SD,Serie Otros
Moda Cosmo O/I 2013 Sita Murt,Moda Cosmo O/I 2013,PRG_0000001647SD,Serie Otros
Pegaso en un pedestal,"Restauradores, T6",PRG_0000015595SD,Serie Otros
Personajes Mad Men - Don Draper,"Personajes de Mad Men, T1",PRG_0000027093HD,Serie Otros
Personajes Mad Men - Peggy,"Personajes de Mad Men, T1",PRG_0000027094HD,Serie Otros
Personajes Mad Men - Pete Campbell,"Personajes de Mad Men, T1",PRG_0000027095HD,Serie Otros
Personajes Mad Men - Roger,"Personajes de Mad Men, T1",PRG_0000027096HD,Serie Otros
"Personajes Mad Men - Sally, Megan, Betty","Personajes de Mad Men, T1",PRG_0000027097HD,Serie Otros
Plagas y bolos,Restauradores,PRG_0000003184SD,Serie Otros
Race Track,"Art Attack, T4",PRG_0000004727SD,Serie Otros
Recuerdos robados,Restauradores,PRG_0000003178SD,Serie Otros
Redada en México,"Encarcelados en el Extranjero, T4",PRG_0000004074SD,Serie Otros
RestauraciÃ_n atÃ_mica,Restauradores,PRG_0000003182SD,Serie Otros
"T1, 03: El pueblo encantado","¿Te lo crees?, T1",PRG_0000006817SD,Serie Otros
"T1, E01",Construir un planeta,PRG_0000003809SD,Serie Otros
"T1, E01","Invasión Jurásica, T1",PRG_0000005499SD,Serie Otros
"T1, E01","Invasión Jurásica, T1",PRG_0000010795SD,Serie Otros
"T1, E01","Peligro identificado, T1",PRG_0000020470SD,Serie Otros
"T1, E01:  Don Rickles y Jerry Seinfeld","Inside Comedy, T1",PRG_0000027551HD,Serie Otros
"T1, E01: Invasión extraterrestre","¿Te lo crees?, T1",PRG_0000006367SD,Serie Otros
"T1, E01: Los ladrones de cuerpos de Alaska","Perdidos en Alaska, T1",PRG_0000025462SD,Serie Otros
"T1, E01: Nuevos Gigantes","El planeta de los dinosaurios, T1",PRG_0000007666SD,Serie Otros
"T1, E01: Sin escapatoria","Acosados: Alguien te vigila, T1",PRG_0000008482SD,Serie Otros
"T1, E01: Texas","Estafando a América, T1",PRG_0000005343SD,Serie Otros
"T1, E02","Ciencia para aficionados, T1",PRG_0000004337SD,Serie Otros
"T1, E02","Expedición Guyana, T1",PRG_0000004529SD,Serie Otros
"T1, E02",Vegas Strip,PRG_0000007369SD,Serie Otros
"T1, E02: Asesinos de élite","El planeta de los dinosaurios, T1",PRG_0000007775SD,Serie Otros
"T1, E02: Chris Rock","Inside Comedy, T1",PRG_0000027552HD,Serie Otros
"T1, E02: El amanecer de los drones","Eco Warriors, T1",PRG_0000020176SD,Serie Otros
"T1, E02: Las Vegas","Estafando a América, T1",PRG_0000005344SD,Serie Otros
"T1, E02: Las Vegas","Estafando a América, T1",PRG_0000005408SD,Serie Otros
"T1, E02: Sexto sentido","¿Te lo crees?, T1",PRG_0000006613SD,Serie Otros
"T1, E02: Under Pressure","4th and Loud, T1",PRG_0000021136SD,Serie Otros
"T1, E02: Vecina al acecho","Acosados: Alguien te vigila, T1",PRG_0000008395SD,Serie Otros
"T1, E03","Ciencia para aficionados, T1",PRG_0000004338SD,Serie Otros
"T1, E03","Estilo en la embajada, T1",PRG_0000020201SD,Serie Otros
"T1, E03","Expedición Guyana, T1",PRG_0000004705SD,Serie Otros
"T1, E03",Vegas Strip,PRG_0000007394SD,Serie Otros
"T1, E03","Vegas Strip, T1",PRG_0000002118SD,Serie Otros
"T1, E03: Atrapados por el hombre peludo","Perdidos en Alaska, T1",PRG_0000029261SD,Serie Otros
"T1, E03: Demasiado cerca de casa","Acosados: Alguien te vigila, T1",PRG_0000008471SD,Serie Otros
"T1, E03: Mundo alienigena","El planeta de los dinosaurios, T1",PRG_0000007783SD,Serie Otros
"T1, E03: Steve Carell y Jane Lynch","Inside Comedy, T1",PRG_0000027553HD,Serie Otros
"T1, E03: Territorio de pandillas","Cárceles, T1",PRG_0000004957SD,Serie Otros
"T1, E04","Ciencia para aficionados, T1",PRG_0000004502SD,Serie Otros
"T1, E04","Vegas Strip, T1",PRG_0000002119SD,Serie Otros
"T1, E04: Billy Crystal, Martin Short y Brad Garrett","Inside Comedy, T1",PRG_0000027554HD,Serie Otros
"T1, E04: Hollywood contra los comunistas","La historia retorcida, T1",PRG_0000029280SD,Serie Otros
"T1, E04: Maldición vampírica","¿Te lo crees?, T1",PRG_0000007004SD,Serie Otros
"T1, E04: Recipiente","Killjoys, T1",PRG_0000024961SD,Serie Otros
"T1, E04: Tornado","Clima extremo a prueba, T1",PRG_0000015622SD,Serie Otros
"T1, E04: Tras la coraza","Acosados: Alguien te vigila, T1",PRG_0000008473SD,Serie Otros
"T1, E04: Zombis y el proyecto HAARP","Perdidos en Alaska, T1",PRG_0000029264SD,Serie Otros
"T1, E05",A tu medida,PRG_0000003840SD,Serie Otros
"T1, E05","Ciencia para aficionados, T1",PRG_0000004503SD,Serie Otros
"T1, E05",Vegas Strip,PRG_0000007398SD,Serie Otros
"T1, E05","Vegas Strip, T1",PRG_0000002120SD,Serie Otros
"T1, E05: El ataque de los gnomos del hielo","Perdidos en Alaska, T1",PRG_0000029266SD,Serie Otros
"T1, E05: Larry David","Inside Comedy, T1",PRG_0000027555HD,Serie Otros
"T1, E05: Más rápido que una bala","Los hombres de bronce, T1",PRG_0000025461SD,Serie Otros
"T1, E06",A tu medida,PRG_0000003872SD,Serie Otros
"T1, E06","Ciencia para aficionados, T1",PRG_0000004658SD,Serie Otros
"T1, E06","Peligro identificado, T1",PRG_0000020471SD,Serie Otros
"T1, E06",Vegas Strip,PRG_0000007399SD,Serie Otros
"T1, E06","Vegas Strip, T1",PRG_0000002121SD,Serie Otros
"T1, E06: El lobo demoníaco","Perdidos en Alaska, T1",PRG_0000029267SD,Serie Otros
"T1, E06: Game Over","Héroes Reborn (VOSE), T1",PRG_0000028228SD,Serie Otros
"T1, E06: ObsesiÃ_dolescente",Acosados: Alguien te vigila,PRG_0000001147SD,Serie Otros
"T1, E06: Sarah Silverman y Garry Shandling","Inside Comedy, T1",PRG_0000027556HD,Serie Otros
"T1, E07","A tu medida, T1",PRG_0000004044SD,Serie Otros
"T1, E07","Ciencia para aficionados, T1",PRG_0000004659SD,Serie Otros
"T1, E07",Vegas Strip,PRG_0000007479SD,Serie Otros
"T1, E07","Vegas Strip, T1",PRG_0000002122SD,Serie Otros
"T1, E07: Los monos mutantes de Alaska","Perdidos en Alaska, T1",PRG_0000029268SD,Serie Otros
"T1, E08","A tu medida, T1",PRG_0000004064SD,Serie Otros
"T1, E08","Ciencia para aficionados, T1",PRG_0000004794SD,Serie Otros
"T1, E08",Vegas Strip,PRG_0000007481SD,Serie Otros
"T1, E08","Vegas Strip, T1",PRG_0000002123SD,Serie Otros
"T1, E08: Algo acecha bajo el hielo","Perdidos en Alaska, T1",PRG_0000029269SD,Serie Otros
"T1, E08: Ellen Degeneres y Tim Conway","Inside Comedy, T1",PRG_0000027558HD,Serie Otros
"T1, E09","Ciencia para aficionados, T1",PRG_0000005132SD,Serie Otros
"T1, E09",Vegas Strip,PRG_0000007529SD,Serie Otros
"T1, E09","Vegas Strip, T1",PRG_0000002124SD,Serie Otros
"T1, E09: Hacia lo salvaje","Perdidos en Alaska, T1",PRG_0000029271SD,Serie Otros
"T1, E10","Perdidos en Alaska, T1",PRG_0000029273SD,Serie Otros
"T1, E10: Charlie Bolden","Charlando con las estrellas, T1",PRG_0000021098SD,Serie Otros
"T1, E10: Robin Williams y Jonathan Winters","Inside Comedy, T1",PRG_0000027560HD,Serie Otros
"T1, E10: SÃ_ quiero","Familia de acogida, T1",PRG_0000004029SD,Serie Otros
"T1, E10: Sí quiero","Familia de acogida, T1",PRG_0000004029SD,Serie Otros
"T1, E11","Ciencia para aficionados, T1",PRG_0000004955SD,Serie Otros
"T1, E11: Cómo comportarse","Real Housewives of Beverly Hills, T1",PRG_0000018823SD,Serie Otros
"T1, E12","Ciencia para aficionados, T1",PRG_0000004956SD,Serie Otros
"T1, E12: Una casa y un hogar","Familia de acogida, T1",PRG_0000006342SD,Serie Otros
"T1, E13: Cosas no dichas","Familia de acogida, T1",PRG_0000006589SD,Serie Otros
"T1, E13: Imperdonable","Real Housewives of Beverly Hills, T1",PRG_0000019548SD,Serie Otros
"T1, E14: Charades","Scorpion, T1",PRG_0000020174SD,Serie Otros
"T1, E14: El día de las familias","Familia de acogida, T1",PRG_0000006780SD,Serie Otros
"T1, E21","Forever, T1",PRG_0000018621SD,Serie Otros
"T1, E31: Especial de Navidad","Ciencia para aficionados, T1",PRG_0000011621SD,Serie Otros
"T13, E01","Empeños a lo bestia, T13",PRG_0000020032SD,Serie Otros
"T13, E02","Empeños a lo bestia, T13",PRG_0000020033SD,Serie Otros
"T13, E03","Empeños a lo bestia, T13",PRG_0000020034SD,Serie Otros
"T13, E05: Muerte en el aeropuerto de Narita","Mayday:catástrofes aéreas, T13",PRG_0000016168SD,Serie Otros
"T2, E01:  Louis C.K. y Bob Newhart","Inside Comedy, T2",PRG_0000027561HD,Serie Otros
"T2, E01: El ataque contra Siria","Operaciones ocultas, T2",PRG_0000021930SD,Serie Otros
"T2, E01: La historia real de Black Hawk derribado","Operaciones ocultas, T2",PRG_0000005497SD,Serie Otros
"T2, E01: Scandal","The Writers' Room (Sala de guionistas), T2",PRG_0000028098HD,Serie Otros
"T2, E02:  Judd Apatow y Tina Fey","Inside Comedy, T2",PRG_0000027562HD,Serie Otros
"T2, E02: New Coke","Halt and Catch Fire, T2",PRG_0000020045SD,Serie Otros
"T2, E02: New Coke","Halt and Catch Fire, T2",PRG_0000020098SD,Serie Otros
"T2, E02: The Walking Dead, Superman and other Comic Book Adaptations","The Writers' Room (Sala de guionistas), T2",PRG_0000028099HD,Serie Otros
"T2, E03:  Drew Carey y Martin Mull","Inside Comedy, T2",PRG_0000027563HD,Serie Otros
"T2, E03: House of Cards","The Writers' Room (Sala de guionistas), T2",PRG_0000028100HD,Serie Otros
"T2, E04: Steve Martin y Lily Tomlin","Inside Comedy, T2",PRG_0000027564HD,Serie Otros
"T2, E04: The Good Wife","The Writers' Room (Sala de guionistas), T2",PRG_0000028101HD,Serie Otros
"T2, E05","Ciencia para aficionados, T2",PRG_0000014428SD,Serie Otros
"T2, E05: Accidentes de helicópteros","¿Por qué se estrellan los aviones?, T2",PRG_0000015611SD,Serie Otros
"T2, E05: Accidentes de helicópteros","¿Por qué se estrellan los aviones?, T2",PRG_0000033422SD,Serie Otros
"T2, E05: Jim Carrey y Keenan Ivory Wayans","Inside Comedy, T2",PRG_0000027565HD,Serie Otros
"T2, E05: Sons of Anarchy","The Writers' Room (Sala de guionistas), T2",PRG_0000028102HD,Serie Otros
"T2, E06: Pretty Little Liars","The Writers' Room (Sala de guionistas), T2",PRG_0000028103HD,Serie Otros
"T2, E06: Will Ferrel y Betty White","Inside Comedy, T2",PRG_0000027566HD,Serie Otros
"T2, E08","Ciencia para aficionados, T2",PRG_0000014429SD,Serie Otros
"T2, E08:  Ben Stiller y Mike Myers","Inside Comedy, T2",PRG_0000027568HD,Serie Otros
"T2, E08: Crisis en el cielo","¿Por qué se estrellan los aviones?, T2",PRG_0000016264SD,Serie Otros
"T2, E08: Crisis en el cielo","¿Por qué se estrellan los aviones?, T2",PRG_0000033425SD,Serie Otros
"T2, E09","MasterChef (Italia), T2",PRG_0000018973SD,Serie Otros
"T2, E09: The Prodigal","TURN: Espías de Washington, T2",PRG_0000020500SD,Serie Otros
"T2, E14: Web de la destrucciÃ_n",Acosados: Alguien te vigila,PRG_0000001148SD,Serie Otros
"T2, E17: Episodio 31","Ciencia para aficionados, T2",PRG_0000022822SD,Serie Otros
"T2, E40: Reloj intemporal","El precio de la historia Luisiana, T2",PRG_0000002476SD,Serie Otros
"T2, E41: La Ãºltima batalla de Jimmie",El precio de la historia Luisiana,PRG_0000002477SD,Serie Otros
"T2, E41: La Ãºltima batalla de Jimmie","El precio de la historia Luisiana, T2",PRG_0000002477SD,Serie Otros
"T2, E42: Â¡Al rico helado!",El precio de la historia Luisiana,PRG_0000002479SD,Serie Otros
"T2, E43: Paintball al estilo cajÃºn",El precio de la historia Luisiana,PRG_0000002480SD,Serie Otros
"T2, E44: La receta del empeÃ±o",El precio de la historia Luisiana,PRG_0000002482SD,Serie Otros
"T2015, E01: Cuéntame","Escríbeme una serie, T2015",PRG_0000027361HD,Serie Otros
"T3, E01","Acosados: Alguien te vigila, T3",PRG_0000005451SD,Serie Otros
"T3, E01: Episodio 1","The Newsroom T3: Dentro del episodio, T3",PRG_0000028079HD,Serie Otros
"T3, E01: Jimmy Fallon y Zach Galifianakis","Inside Comedy, T3",PRG_0000027571HD,Serie Otros
"T3, E02","Acosados: Alguien te vigila, T3",PRG_0000005452SD,Serie Otros
"T3, E02: Alan Arkin y Jonah Hill","Inside Comedy, T3",PRG_0000027572HD,Serie Otros
"T3, E02: De aquí a la eternidad","Criadas y Malvadas, T3",PRG_0000028570SD,Serie Otros
"T3, E02: Episodio 2","The Newsroom T3: Dentro del episodio, T3",PRG_0000028080HD,Serie Otros
"T3, E03: Richard Belzer y Bette Midler","Inside Comedy, T3",PRG_0000027573HD,Serie Otros
"T3, E03: Secondo","Hannibal, T3",PRG_0000020352SD,Serie Otros
"T3, E03: Secondo","Hannibal, T3",PRG_0000021497SD,Serie Otros
"T3, E03: Secondo","Hannibal, T3 (V.O.S.E)",PRG_0000021497SD,Serie Otros
"T3, E03: Secondo (VOS)","Hannibal, T3 (V.O.S.E)",PRG_0000024573SD,Serie Otros
"T3, E04: Episodio 4","The Newsroom T3: Dentro del episodio, T3",PRG_0000028082HD,Serie Otros
"T3, E04: Operación A.T.U.N.","Pesca Extrema: Batalla en el Atlántico, T3",PRG_0000005333SD,Serie Otros
"T3, E05: Bob Einstein y Eric Idle","Inside Comedy, T3",PRG_0000027575HD,Serie Otros
"T3, E05: El primero que pique","Pesca Extrema: Batalla en el Atlántico, T3",PRG_0000005493SD,Serie Otros
"T3, E06: Episodio 6","The Newsroom T3: Dentro del episodio, T3",PRG_0000028084HD,Serie Otros
"T3, E06: Julia Louis Dreyfuss y Dick Van Dyke","Inside Comedy, T3",PRG_0000027576HD,Serie Otros
"T3, E07: Key & Peele y Garry Marshall","Inside Comedy, T3",PRG_0000027577HD,Serie Otros
"T3, E08: Gilbert Gottfried y Richard Lewis","Inside Comedy, T3",PRG_0000027578HD,Serie Otros
"T3, E09: Catherine O¿Hara y Fred Willard","Inside Comedy, T3",PRG_0000027579HD,Serie Otros
"T3, E10",Acosados: Alguien te vigila,PRG_0000001554SD,Serie Otros
"T3, E10: Agallas","Pesca Extrema: Batalla en el Atlántico, T3",PRG_0000006363SD,Serie Otros
"T3, E10: Viva el Citroen","Mecánicos al Rescate, T3",PRG_0000020458SD,Serie Otros
"T3, E11",Acosados: Alguien te vigila,PRG_0000001555SD,Serie Otros
"T3, E12",Acosados: Alguien te vigila,PRG_0000001556SD,Serie Otros
"T3, E13",Acosados: Alguien te vigila,PRG_0000001557SD,Serie Otros
"T3, E14",Acosados: Alguien te vigila,PRG_0000001558SD,Serie Otros
"T3, E15",Acosados: Alguien te vigila,PRG_0000001559SD,Serie Otros
"T3, E16",Acosados: Alguien te vigila,PRG_0000001560SD,Serie Otros
"T3, E37: La gran jugada de Frank",Cazatesoros,PRG_0000002313SD,Serie Otros
"T3, E39: Viaje a la guerra civil americana","Cazatesoros, T3",PRG_0000002487SD,Serie Otros
"T3, E40: El hambre de Mike","Cazatesoros, T3",PRG_0000002488SD,Serie Otros
"T3, E40: Preparado para el rock","Locos por los coches, T3",PRG_0000004707SD,Serie Otros
"T3, E40: ReuniÃ_n motera",Cazatesoros,PRG_0000002489SD,Serie Otros
"T3, E41: Coche eléctrico","Locos por los coches, T3",PRG_0000004706SD,Serie Otros
"T3, E43: La caja de Pandora",Cazatesoros,PRG_0000003132SD,Serie Otros
"T3, E43: Tunea mi bus","Locos por los coches, T3",PRG_0000004851SD,Serie Otros
"T3, E44: La escuela de Rick","Locos por los coches, T3",PRG_0000004982SD,Serie Otros
"T3, E44: Una caravana de ensueÃ±o",Cazatesoros,PRG_0000003133SD,Serie Otros
"T3, E45: Quadzilla","Locos por los coches, T3",PRG_0000004983SD,Serie Otros
"T3, E46: El Cadillac de Super Fly","Locos por los coches, T3",PRG_0000005109SD,Serie Otros
"T3, E47: El arte de Yanqui","El precio de la historia Luisiana, T3",PRG_0000003127SD,Serie Otros
"T3, E48: De mal en peor","El precio de la historia Luisiana, T3",PRG_0000003128SD,Serie Otros
"T3, E48: Sofá Roadrunner","Locos por los coches, T3",PRG_0000005110SD,Serie Otros
"T3, E49: El Rey y su corona",El precio de la historia Luisiana,PRG_0000003129SD,Serie Otros
"T3, E49: El Rey y su corona","El precio de la historia Luisiana, T3",PRG_0000003129SD,Serie Otros
"T3, E50: PagarÃ© patriÃ_tico",El precio de la historia Luisiana,PRG_0000003130SD,Serie Otros
"T3, E50: PagarÃ© patriÃ_tico","El precio de la historia Luisiana, T3",PRG_0000003130SD,Serie Otros
"T3, E51: Â¿Vas a apagar algÃºn fuego?",El precio de la historia Luisiana,PRG_0000003131SD,Serie Otros
"T3, E53: Sharon vuelve a la carretera","Locos por los coches, T3",PRG_0000010819SD,Serie Otros
"T3, E54: Danny se mete en un lío","Locos por los coches, T3",PRG_0000010820SD,Serie Otros
"T4, E01: San Francisco: los estragos de las anfetas",El negocio de la droga,PRG_0000001788SD,Serie Otros
"T4, E02: Seattle: las drogas del grunge",El negocio de la droga,PRG_0000001790SD,Serie Otros
"T4, E03: Houston: droga en la calle",El negocio de la droga,PRG_0000001791SD,Serie Otros
"T4, E04: Jamaica: bandas y marihuana",El negocio de la droga,PRG_0000001793SD,Serie Otros
"T4, E04: Trampa mortal en Sao Paulo","Encarcelados en el Extranjero, T4",PRG_0000004091SD,Serie Otros
"T4, E06: Porros en las Rocosas",El negocio de la droga,PRG_0000002696SD,Serie Otros
"T4, E06: Porros en las Rocosas","El negocio de la droga, T4",PRG_0000002696SD,Serie Otros
"T4, E07: Vicios de Miami",El negocio de la droga,PRG_0000002697SD,Serie Otros
"T4, E07: Vicios de Miami","El negocio de la droga, T4",PRG_0000002697SD,Serie Otros
"T4, E08: Droga en Philadelphia",El negocio de la droga,PRG_0000002698SD,Serie Otros
"T4, E08: Droga en Philadelphia","El negocio de la droga, T4",PRG_0000002698SD,Serie Otros
"T4, E08: Secuestro en Irak","Encarcelados en el Extranjero, T4",PRG_0000004253SD,Serie Otros
"T4, E09: Embarazada en la cárcel","Encarcelados en el Extranjero, T4",PRG_0000004254SD,Serie Otros
"T4, E09: Nashville, nÃºcleo duro",El negocio de la droga,PRG_0000002699SD,Serie Otros
"T4, E09: Nashville, nÃºcleo duro","El negocio de la droga, T4",PRG_0000002699SD,Serie Otros
"T4, E10: Estafa en Quito","Encarcelados en el Extranjero, T4",PRG_0000004255SD,Serie Otros
"T4, E11: Huida en Jamaica","Encarcelados en el Extranjero, T4",PRG_0000004335SD,Serie Otros
"T4, E49: Ciudad del motor",Cazatesoros,PRG_0000003704SD,Serie Otros
"T4, E50: Bombero al rescate",Cazatesoros,PRG_0000003705SD,Serie Otros
"T4, E51: Fast Eddie",Cazatesoros,PRG_0000003706SD,Serie Otros
"T4, E52: Excitante y no tan irreal",Cazatesoros,PRG_0000003707SD,Serie Otros
"T4, E53: El loco de los gatos",Cazatesoros,PRG_0000003708SD,Serie Otros
"T4, E54: Lo que ocurre en Sturgis",Cazatesoros,PRG_0000003709SD,Serie Otros
"T4, E55: Compra jurÃ¡sica","Cazatesoros, T4",PRG_0000004042SD,Serie Otros
"T4, E55: Compra jurásica","Cazatesoros, T4",PRG_0000004042SD,Serie Otros
"T4, E56: El paraíso de los Perry","Cazatesoros, T4",PRG_0000004043SD,Serie Otros
"T4, E57: Cabeza gigante de elefante","Cazatesoros, T4",PRG_0000004194SD,Serie Otros
"T4, E58: Frank, en el dique seco","Cazatesoros, T4",PRG_0000004195SD,Serie Otros
"T4, E59: El blues del recolector","Cazatesoros, T4",PRG_0000004380SD,Serie Otros
"T4, E61: Cartel mítico","Cazatesoros, T4",PRG_0000004528SD,Serie Otros
"T4, E63: Trata de arrancarlo","Cazatesoros, T4",PRG_0000004687SD,Serie Otros
"T4, E65: El regreso de Hobo Jack","Cazatesoros, T4",PRG_0000004850SD,Serie Otros
"T4, E75: Devuélveme mi Cadillac","Locos por los coches, T4",PRG_0000025444SD,Serie Otros
"T4, E76: La redención del Road Runner","Locos por los coches, T4",PRG_0000025449SD,Serie Otros
"T4, E77: Rápido y peloso","Locos por los coches, T4",PRG_0000025455SD,Serie Otros
"T4, E78: El Ford del año de la guerra","Locos por los coches, T4",PRG_0000025446SD,Serie Otros
"T4, E79: Studelicioso","Locos por los coches, T4",PRG_0000025460SD,Serie Otros
"T4, E80: Quemando rueda","Locos por los coches, T4",PRG_0000025450SD,Serie Otros
"T4, E82: El Rey y El Conde","Locos por los coches, T4",PRG_0000025442SD,Serie Otros
"T4, E83: El Conde de Monte Carlo","Locos por los coches, T4",PRG_0000025440SD,Serie Otros
"T5, E24","Pequeñas mentirosas, T5",PRG_0000028571SD,Serie Otros
"T5, E30: Top 12: Eliminaciones en directo","The Voice, T5",PRG_0000020561SD,Serie Otros
"T5, E32: Top 10 (Parte A)","The Voice, T5",PRG_0000020563SD,Serie Otros
"T5, E60: CirugÃ_as alienÃ_genas","AlienÃ_genas, T5",PRG_0000002494SD,Serie Otros
"T6, E01: Uno de los nuestros","Encarcelados en el Extranjero, T6",PRG_0000004615SD,Serie Otros
"T6, E01: Uno de los nuestros","Encarcelados en el Extranjero, T6",PRG_0000004616SD,Serie Otros
"T6, E02: Alcohol de contrabando en Arabia","Encarcelados en el Extranjero, T6",PRG_0000004617SD,Serie Otros
"T6, E04: La máquina mejicana de hacer dinero","Encarcelados en el Extranjero, T6",PRG_0000004679SD,Serie Otros
"T6, E06: Un traficante temerario","Encarcelados en el Extranjero, T6",PRG_0000004720SD,Serie Otros
"T6, E127: Especial, los mejores momentos","Cazatesoros, T6",PRG_0000020161SD,Serie Otros
"T6, E24: Juan Carlos Córdoba: ¿Dónde están mis amigos?","Central de Cómicos, T6",PRG_0000005762SD,Serie Otros
"T6, E60: Alienígenas en América","Alienígenas, T6",PRG_0000006769SD,Serie Otros
"T6, E63: Islas prohibidas","Alienígenas, T6",PRG_0000006396SD,Serie Otros
"T6, E64: El arca perdida","Alienígenas, T6",PRG_0000006414SD,Serie Otros
"T6, E69: Montañas misteriosas","Alienígenas, T6",PRG_0000006768SD,Serie Otros
"T6, E71: Las puertas a las estrellas","Alienígenas, T6",PRG_0000006820SD,Serie Otros
"T6, E73: Los tesoros de los dioses","Alienígenas, T6",PRG_0000007006SD,Serie Otros
"T6, E75: Los chamanes","Alienígenas, T6",PRG_0000007256SD,Serie Otros
"T7, E11: Celos de Everhart","Las Kardashian, T7",PRG_0000018822SD,Serie Otros
"T7, E17: Operaciones dobles","Las Kardashian, T7",PRG_0000021129SD,Serie Otros
"T9, E171: La morsa y el pingüino","El precio de la historia, T9",PRG_0000004366SD,Serie Otros
"T9, E173: Negocios de ciencia ficción","El precio de la historia, T9",PRG_0000004558SD,Serie Otros
The Newsroom: Puro Sorkin,,PRG_0000027099HD,Serie Otros
Tombola,"Art Attack, T4",PRG_0000004493SD,Serie Otros
Un sofÃ¡ sobre ruedas,Restauradores,PRG_0000003742SD,Serie Otros
Un traficante temerario,"Encarcelados en el Extranjero, T6",PRG_0000004054SD,Serie Otros
Una vacante imprevista: del libro a la pantalla,,PRG_0000027101HD,Serie Otros
Uno de los nuestros,"Encarcelados en el Extranjero, T6",PRG_0000004051SD,Serie Otros
Ver para creer,Brain Games,PRG_0000001193SD,Serie Otros
"T1, E07: Luchando contra los elementos","Clima extremo a prueba, T1",PRG_0000016190SD,"Serie Otros,Serie Vida Cotidiana"
"T1, E08: Hombre al agua","Clima extremo a prueba, T1",PRG_0000016191SD,"Serie Otros,Serie Vida Cotidiana"
C.S.I.: Caso cerrado,,PRG_0000029929SD,Serie Policiaca
Shawn y Gus se suben al furgón,"Psych, T8",PRG_0000013709SD,Serie Policiaca
"T1, E01",La caza especial,PRG_0000002991SD,Serie Policiaca
"T1, E01",La caza especial,PRG_0000003525SD,Serie Policiaca
"T1, E01",La caza especial,PRG_0000014279SD,Serie Policiaca
"T1, E01",La caza especial,PRG_0000015892SD,Serie Policiaca
"T1, E01","La caza especial, T1",PRG_0000028550SD,Serie Policiaca
"T1, E01",Mob City,PRG_0000002584SD,Serie Policiaca
"T1, E01","NCIS: Nueva Orleans, T1",PRG_0000016198SD,Serie Policiaca
"T1, E01","Operación narco, T1",PRG_0000024157SD,Serie Policiaca
"T1, E01","The Mysteries of Laura, T1",PRG_0000009197SD,Serie Policiaca
"T1, E01","The Mysteries of Laura, T1",PRG_0000010400SD,Serie Policiaca
"T1, E01:  Al estilo de Battle Creek","Battle Creek, T1",PRG_0000027195HD,Serie Policiaca
"T1, E01: Al estilo de Battle Creek (V.O.S.E)","Battle Creek (VOS), T1",PRG_0000027182HD,Serie Policiaca
"T1, E01: Huye","Quantico, T1",PRG_0000029809SD,Serie Policiaca
"T1, E01: La sicaria",Killer Women,PRG_0000003407SD,Serie Policiaca
"T1, E01: Pilot",The Protector,PRG_0000003241SD,Serie Policiaca
